season,week,team_id,team_name,score,opp_id,opp_name,opp_score,outcome,is_playoff
2024,17,10,We Are Climbing High,91.72,4,Ants In My Eyes Jackson,150.78,L,True
2024,17,2,Violent Tyreek Roadshow,66.2,7,FootBall Fondlers,104.92,L,True
2024,17,7,FootBall Fondlers,104.92,2,Violent Tyreek Roadshow,66.2,W,True
2024,17,3,Three unmuscular Michaels jr.,99.78,6,MT KilledbyLamaro,130.84,L,True
2024,17,6,MT KilledbyLamaro,130.84,3,Three unmuscular Michaels jr.,99.78,W,True
2025,1,3,Hunters and renfrow,97.02,10,We Are Rolling High,78.62,W,False
2025,1,10,We Are Rolling High,78.62,3,Hunters and renfrow,97.02,L,False
2025,1,7,Roll for Yardage,56.64,9,Paladins of the Pancreas,111.96,L,False
2025,1,9,Paladins of the Pancreas,111.96,7,Roll for Yardage,56.64,W,False
2025,1,8,"I Don't Care, I Cast Fireball",86.18,1,Heroic Inspiration,97.46,L,False
2025,1,1,Heroic Inspiration,97.46,8,"I Don't Care, I Cast Fireball",86.18,W,False
2025,1,6,NameOfCurseWarding,86.08,5,Constitution Check Downs,88.62,L,False
2025,1,5,Constitution Check Downs,88.62,6,NameOfCurseWarding,86.08,W,False
2025,1,4,Forgotten Burrows,113.02,2,Danny Dice Rolls,73.02,W,False
2025,1,2,Danny Dice Rolls,73.02,4,Forgotten Burrows,113.02,L,False
2025,2,9,Paladins of the Pancreas,132.22,10,We Are Rolling High,115.9,W,False
2025,2,10,We Are Rolling High,115.9,9,Paladins of the Pancreas,132.22,L,False
2025,2,2,Danny Dice Rolls,73.44,5,Constitution Check Downs,111.28,L,False
2025,2,5,Constitution Check Downs,111.28,2,Danny Dice Rolls,73.44,W,False
2025,2,1,Heroic Inspiration,93.4,6,NameOfCurseWarding,114.14,L,False
2025,2,6,NameOfCurseWarding,114.14,1,Heroic Inspiration,93.4,W,False
2025,2,8,"I Don't Care, I Cast Fireball",77.2,4,Forgotten Burrows,81.14,L,False
2025,2,4,Forgotten Burrows,81.14,8,"I Don't Care, I Cast Fireball",77.2,W,False
2025,2,7,Roll for Yardage,82.48,3,Hunters and renfrow,109.58,L,False
2025,2,3,Hunters and renfrow,109.58,7,Roll for Yardage,82.48,W,False
2025,3,1,Heroic Inspiration,146.42,3,Hunters and renfrow,75.16,W,False
2025,3,3,Hunters and renfrow,75.16,1,Heroic Inspiration,146.42,L,False
2025,3,2,Danny Dice Rolls,82.04,9,Paladins of the Pancreas,99.12,L,False
2025,3,9,Paladins of the Pancreas,99.12,2,Danny Dice Rolls,82.04,W,False
2025,3,7,Roll for Yardage,112.32,8,"I Don't Care, I Cast Fireball",82.52,W,False
