season,week,team_id,team_name,score,opp_id,opp_name,opp_score,outcome,is_playoff
2025,3,8,"I Don't Care, I Cast Fireball",82.52,7,Roll for Yardage,112.32,L,False
2025,3,10,We Are Rolling High,84.86,5,Constitution Check Downs,80.3,W,False
2025,3,5,Constitution Check Downs,80.3,10,We Are Rolling High,84.86,L,False
2025,3,4,Forgotten Burrows,126.72,6,NameOfCurseWarding,76.34,W,False
2025,3,6,NameOfCurseWarding,76.34,4,Forgotten Burrows,126.72,L,False
2025,4,8,"I Don't Care, I Cast Fireball",89.08,9,Paladins of the Pancreas,105.06,L,False
2025,4,9,Paladins of the Pancreas,105.06,8,"I Don't Care, I Cast Fireball",89.08,W,False
2025,4,1,Heroic Inspiration,95.58,10,We Are Rolling High,115.92,L,False
2025,4,10,We Are Rolling High,115.92,1,Heroic Inspiration,95.58,W,False
2025,4,4,Forgotten Burrows,86.58,3,Hunters and renfrow,86.0,W,False
2025,4,3,Hunters and renfrow,86.0,4,Forgotten Burrows,86.58,L,False
2025,4,7,Roll for Yardage,122.64,5,Constitution Check Downs,117.92,W,False
2025,4,5,Constitution Check Downs,117.92,7,Roll for Yardage,122.64,L,False
2025,4,2,Danny Dice Rolls,152.68,6,NameOfCurseWarding,86.4,W,False
2025,4,6,NameOfCurseWarding,86.4,2,Danny Dice Rolls,152.68,L,False
2025,5,2,Danny Dice Rolls,101.58,3,Hunters and renfrow,95.62,W,False
2025,5,3,Hunters and renfrow,95.62,2,Danny Dice Rolls,101.58,L,False
2025,5,1,Heroic Inspiration,93.76,7,Roll for Yardage,115.24,L,False
2025,5,7,Roll for Yardage,115.24,1,Heroic Inspiration,93.76,W,False
2025,5,5,Constitution Check Downs,110.34,8,"I Don't Care, I Cast Fireball",108.96,W,False
2025,5,8,"I Don't Care, I Cast Fireball",108.96,5,Constitution Check Downs,110.34,L,False
2025,5,10,We Are Rolling High,101.4,4,Forgotten Burrows,139.46,L,False
2025,5,4,Forgotten Burrows,139.46,10,We Are Rolling High,101.4,W,False
2025,5,9,Paladins of the Pancreas,93.62,6,NameOfCurseWarding,103.3,L,False
2025,5,6,NameOfCurseWarding,103.3,9,Paladins of the Pancreas,93.62,W,False
2025,6,4,Forgotten Burrows,132.88,7,Roll for Yardage,112.04,W,False
2025,6,7,Roll for Yardage,112.04,4,Forgotten Burrows,132.88,L,False
2025,6,2,Danny Dice Rolls,68.66,10,We Are Rolling High,94.84,L,False
2025,6,10,We Are Rolling High,94.84,2,Danny Dice Rolls,68.66,W,False
2025,6,1,Heroic Inspiration,58.74,5,Constitution Check Downs,134.84,L,False
2025,6,5,Constitution Check Downs,134.84,1,Heroic Inspiration,58.74,W,False
2025,6,9,Paladins of the Pancreas,96.4,3,Hunters and renfrow,91.08,W,False
2025,6,3,Hunters and renfrow,91.08,9,Paladins of the Pancreas,96.4,L,False
2025,6,6,NameOfCurseWarding,86.72,8,"I Don't Care, I Cast Fireball",96.06,L,False
2025,6,8,"I Don't Care, I Cast Fireball",96.06,6,NameOfCurseWarding,86.72,W,False
2025,7,1,Heroic Inspiration,115.78,9,Paladins of the Pancreas,94.26,W,False
2025,7,9,Paladins of the Pancreas,94.26,1,Heroic Inspiration,115.78,L,False
2025,7,5,Constitution Check Downs,99.26,4,Forgotten Burrows,95.38,W,False
2025,7,4,Forgotten Burrows,95.38,5,Constitution Check Downs,99.26,L,False
2025,7,10,We Are Rolling High,133.04,6,NameOfCurseWarding,96.14,W,False
2025,7,6,NameOfCurseWarding,96.14,10,We Are Rolling High,133.04,L,False
2025,7,3,Hunters and renfrow,105.54,8,"I Don't Care, I Cast Fireball",65.62,W,False
2025,7,8,"I Don't Care, I Cast Fireball",65.62,3,Hunters and renfrow,105.54,L,False
2025,7,2,Danny Dice Rolls,133.02,7,Roll for Yardage,97.78,W,False
2025,7,7,Roll for Yardage,97.78,2,Danny Dice Rolls,133.02,L,False
2025,8,9,Paladins of the Pancreas,100.22,4,Forgotten Burrows,139.0,L,False
2025,8,4,Forgotten Burrows,139.0,9,Paladins of the Pancreas,100.22,W,False
2025,8,1,Heroic Inspiration,89.96,2,Danny Dice Rolls,82.88,W,False
2025,8,2,Danny Dice Rolls,82.88,1,Heroic Inspiration,89.96,L,False
2025,8,6,NameOfCurseWarding,89.26,7,Roll for Yardage,111.08,L,False
2025,8,7,Roll for Yardage,111.08,6,NameOfCurseWarding,89.26,W,False
2025,8,3,Hunters and renfrow,126.42,5,Constitution Check Downs,98.48,W,False
2025,8,5,Constitution Check Downs,98.48,3,Hunters and renfrow,126.42,L,False
2025,8,8,"I Don't Care, I Cast Fireball",90.88,10,We Are Rolling High,112.12,L,False
2025,8,10,We Are Rolling High,112.12,8,"I Don't Care, I Cast Fireball",90.88,W,False
2025,9,10,We Are Rolling High,139.3,3,Hunters and renfrow,80.2,W,False
2025,9,3,Hunters and renfrow,80.2,10,We Are Rolling High,139.3,L,False
2025,9,4,Forgotten Burrows,100.5,2,Danny Dice Rolls,110.58,L,False
2025,9,2,Danny Dice Rolls,110.58,4,Forgotten Burrows,100.5,W,False
2025,9,1,Heroic Inspiration,96.76,8,"I Don't Care, I Cast Fireball",48.42,W,False
2025,9,8,"I Don't Care, I Cast Fireball",48.42,1,Heroic Inspiration,96.76,L,False
2025,9,6,NameOfCurseWarding,141.2,5,Constitution Check Downs,99.2,W,False
2025,9,5,Constitution Check Downs,99.2,6,NameOfCurseWarding,141.2,L,False
2025,9,7,Roll for Yardage,103.66,9,Paladins of the Pancreas,87.32,W,False
2025,9,9,Paladins of the Pancreas,87.32,7,Roll for Yardage,103.66,L,False
2025,10,2,Danny Dice Rolls,71.02,5,Constitution Check Downs,97.8,L,False
2025,10,5,Constitution Check Downs,97.8,2,Danny Dice Rolls,71.02,W,False
2025,10,1,Heroic Inspiration,107.4,6,NameOfCurseWarding,89.0,W,False
2025,10,6,NameOfCurseWarding,89.0,1,Heroic Inspiration,107.4,L,False
2025,10,7,Roll for Yardage,115.5,3,Hunters and renfrow,98.82,W,False
2025,10,3,Hunters and renfrow,98.82,7,Roll for Yardage,115.5,L,False
2025,10,8,"I Don't Care, I Cast Fireball",111.92,4,Forgotten Burrows,141.9,L,False
2025,10,4,Forgotten Burrows,141.9,8,"I Don't Care, I Cast Fireball",111.92,W,False
2025,10,9,Paladins of the Pancreas,125.44,10,We Are Rolling High,90.64,W,False
2025,10,10,We Are Rolling High,90.64,9,Paladins of the Pancreas,125.44,L,False
2025,11,1,Heroic Inspiration,101.7,3,Hunters and renfrow,72.24,W,False
2025,11,3,Hunters and renfrow,72.24,1,Heroic Inspiration,101.7,L,False
2025,11,5,Constitution Check Downs,104.82,10,We Are Rolling High,83.22,W,False
2025,11,10,We Are Rolling High,83.22,5,Constitution Check Downs,104.82,L,False
2025,11,2,Danny Dice Rolls,83.0,9,Paladins of the Pancreas,133.78,L,False
2025,11,9,Paladins of the Pancreas,133.78,2,Danny Dice Rolls,83.0,W,False
2025,11,7,Roll for Yardage,124.84,8,"I Don't Care, I Cast Fireball",71.72,W,False
2025,11,8,"I Don't Care, I Cast Fireball",71.72,7,Roll for Yardage,124.84,L,False
2025,11,6,NameOfCurseWarding,87.1,4,Forgotten Burrows,88.62,L,False
2025,11,4,Forgotten Burrows,88.62,6,NameOfCurseWarding,87.1,W,False
2025,12,4,Forgotten Burrows,120.56,1,Heroic Inspiration,127.82,L,False
2025,12,1,Heroic Inspiration,127.82,4,Forgotten Burrows,120.56,W,False
2025,12,7,Roll for Yardage,99.56,10,We Are Rolling High,65.82,W,False
2025,12,10,We Are Rolling High,65.82,7,Roll for Yardage,99.56,L,False
2025,12,9,Paladins of the Pancreas,84.12,5,Constitution Check Downs,109.86,L,False
2025,12,5,Constitution Check Downs,109.86,9,Paladins of the Pancreas,84.12,W,False
2025,12,8,"I Don't Care, I Cast Fireball",74.82,2,Danny Dice Rolls,130.96,L,False
2025,12,2,Danny Dice Rolls,130.96,8,"I Don't Care, I Cast Fireball",74.82,W,False
2025,12,6,NameOfCurseWarding,78.46,3,Hunters and renfrow,86.68,L,False
2025,12,3,Hunters and renfrow,86.68,6,NameOfCurseWarding,78.46,W,False
2025,13,4,Forgotten Burrows,76.94,3,Hunters and renfrow,128.14,L,False
2025,13,3,Hunters and renfrow,128.14,4,Forgotten Burrows,76.94,W,False
2025,13,9,Paladins of the Pancreas,103.52,8,"I Don't Care, I Cast Fireball",87.04,W,False
2025,13,8,"I Don't Care, I Cast Fireball",87.04,9,Paladins of the Pancreas,103.52,L,False
2025,13,5,Constitution Check Downs,89.0,7,Roll for Yardage,100.98,L,False
2025,13,7,Roll for Yardage,100.98,5,Constitution Check Downs,89.0,W,False
2025,13,6,NameOfCurseWarding,69.24,2,Danny Dice Rolls,95.0,L,False
2025,13,2,Danny Dice Rolls,95.0,6,NameOfCurseWarding,69.24,W,False
2025,13,10,We Are Rolling High,97.74,1,Heroic Inspiration,111.22,L,False
2025,13,1,Heroic Inspiration,111.22,10,We Are Rolling High,97.74,W,False
2025,14,7,Roll for Yardage,75.36,5,Constitution Check Downs,113.64,L,True
2025,14,5,Constitution Check Downs,113.64,7,Roll for Yardage,75.36,W,True
2025,14,4,Forgotten Burrows,107.76,9,Paladins of the Pancreas,95.04,W,True
2025,14,9,Paladins of the Pancreas,95.04,4,Forgotten Burrows,107.76,L,True
2025,14,1,Heroic Inspiration,121.54,2,Danny Dice Rolls,83.4,W,True
2025,14,2,Danny Dice Rolls,83.4,1,Heroic Inspiration,121.54,L,True
2025,14,3,Hunters and renfrow,57.5,10,We Are Rolling High,103.16,L,True
2025,14,10,We Are Rolling High,103.16,3,Hunters and renfrow,57.5,W,True
2025,14,6,NameOfCurseWarding,109.08,8,"I Don't Care, I Cast Fireball",84.08,W,True
2025,14,8,"I Don't Care, I Cast Fireball",84.08,6,NameOfCurseWarding,109.08,L,True
2025,15,7,Roll for Yardage,112.0,5,Constitution Check Downs,94.56,W,True
2025,15,5,Constitution Check Downs,94.56,7,Roll for Yardage,112.0,L,True
2025,15,4,Forgotten Burrows,101.2,9,Paladins of the Pancreas,120.62,L,True
2025,15,9,Paladins of the Pancreas,120.62,4,Forgotten Burrows,101.2,W,True
2025,15,1,Heroic Inspiration,116.64,2,Danny Dice Rolls,86.7,W,True
2025,15,2,Danny Dice Rolls,86.7,1,Heroic Inspiration,116.64,L,True
2025,15,3,Hunters and renfrow,126.76,10,We Are Rolling High,114.0,W,True
2025,15,10,We Are Rolling High,114.0,3,Hunters and renfrow,126.76,L,True
2025,15,6,NameOfCurseWarding,122.08,8,"I Don't Care, I Cast Fireball",49.64,W,True
2025,15,8,"I Don't Care, I Cast Fireball",49.64,6,NameOfCurseWarding,122.08,L,True
2025,16,9,Paladins of the Pancreas,91.6,5,Constitution Check Downs,136.2,L,True
2025,16,5,Constitution Check Downs,136.2,9,Paladins of the Pancreas,91.6,W,True
2025,16,7,Roll for Yardage,138.9,4,Forgotten Burrows,129.16,W,True
2025,16,4,Forgotten Burrows,129.16,7,Roll for Yardage,138.9,L,True
2025,16,1,Heroic Inspiration,76.52,10,We Are Rolling High,66.14,W,True
2025,16,10,We Are Rolling High,66.14,1,Heroic Inspiration,76.52,L,True
2025,16,2,Danny Dice Rolls,92.3,3,Hunters and renfrow,94.6,L,True
2025,16,3,Hunters and renfrow,94.6,2,Danny Dice Rolls,92.3,W,True
2025,16,6,NameOfCurseWarding,102.98,8,"I Don't Care, I Cast Fireball",84.88,W,True
2025,16,8,"I Don't Care, I Cast Fireball",84.88,6,NameOfCurseWarding,102.98,L,True
2025,17,9,Paladins of the Pancreas,97.48,5,Constitution Check Downs,127.78,L,True
2025,17,5,Constitution Check Downs,127.78,9,Paladins of the Pancreas,97.48,W,True
2025,17,7,Roll for Yardage,142.04,4,Forgotten Burrows,125.8,W,True
2025,17,4,Forgotten Burrows,125.8,7,Roll for Yardage,142.04,L,True
2025,17,1,Heroic Inspiration,80.76,10,We Are Rolling High,94.42,L,True
2025,17,10,We Are Rolling High,94.42,1,Heroic Inspiration,80.76,W,True
2025,17,2,Danny Dice Rolls,54.9,3,Hunters and renfrow,76.6,L,True
2025,17,3,Hunters and renfrow,76.6,2,Danny Dice Rolls,54.9,W,True
2025,17,6,NameOfCurseWarding,107.68,8,"I Don't Care, I Cast Fireball",85.34,W,True
2025,17,8,"I Don't Care, I Cast Fireball",85.34,6,NameOfCurseWarding,107.68,L,True
