season,week,player_id,player_name,position,pro_team,points,receptions
2018,1,-16034,Texans D/ST,D/ST,HOU,7.0,0.0
2018,1,-16033,Ravens D/ST,D/ST,BAL,17.0,0.0
2018,1,-16030,Jaguars D/ST,D/ST,JAX,13.0,0.0
2018,1,-16029,Panthers D/ST,D/ST,CAR,13.0,0.0
2018,1,-16028,Redskins D/ST,D/ST,WSH,12.0,0.0
2018,1,-16027,Buccaneers D/ST,D/ST,TB,3.0,0.0
2018,1,-16026,Seahawks D/ST,D/ST,SEA,2.0,0.0
2018,1,-16025,49ers D/ST,D/ST,SF,5.0,0.0
2018,1,-16024,Chargers D/ST,D/ST,LAC,-3.0,0.0
2018,1,-16023,Steelers D/ST,D/ST,PIT,11.0,0.0
2018,1,-16022,Cardinals D/ST,D/ST,ARI,2.0,0.0
2018,1,-16021,Eagles D/ST,D/ST,PHI,11.0,0.0
2018,1,-16020,Jets D/ST,D/ST,NYJ,25.0,0.0
2018,1,-16019,Giants D/ST,D/ST,NYG,4.0,0.0
2018,1,-16018,Saints D/ST,D/ST,NO,-9.0,0.0
2018,1,-16017,Patriots D/ST,D/ST,NE,7.0,0.0
2018,1,-16016,Vikings D/ST,D/ST,MIN,18.0,0.0
2018,1,-16015,Dolphins D/ST,D/ST,MIA,12.0,0.0
2018,1,-16014,Rams D/ST,D/ST,LAR,15.0,0.0
2018,1,-16012,Chiefs D/ST,D/ST,KC,4.0,0.0
2018,1,-16011,Colts D/ST,D/ST,IND,5.0,0.0
2018,1,-16010,Titans D/ST,D/ST,TEN,11.0,0.0
2018,1,-16009,Packers D/ST,D/ST,GB,9.0,0.0
2018,1,-16008,Lions D/ST,D/ST,DET,9.0,0.0
2018,1,-16007,Broncos D/ST,D/ST,DEN,12.0,0.0
2018,1,-16006,Cowboys D/ST,D/ST,DAL,8.0,0.0
2018,1,-16005,Browns D/ST,D/ST,CLE,11.0,0.0
2018,1,-16004,Bengals D/ST,D/ST,CIN,11.0,0.0
2018,1,-16003,Bears D/ST,D/ST,CHI,13.0,0.0
2018,1,-16002,Bills D/ST,D/ST,BUF,-2.0,0.0
2018,1,-16001,Falcons D/ST,D/ST,ATL,8.0,0.0
2018,1,1097,Adam Vinatieri,K,IND,12.0,0.0
2018,1,2148,Sebastian Janikowski,K,SEA,5.0,0.0
2018,1,2330,Tom Brady,QB,NE,21.28,0.0
2018,1,2580,Drew Brees,QB,NO,31.56,0.0
2018,1,4333,Matt Bryant,K,ATL,8.0,0.0
2018,1,5528,Larry Fitzgerald,WR,ARI,7.6,7.0
2018,1,5529,Philip Rivers,QB,LAC,28.96,0.0
2018,1,5536,Ben Roethlisberger,QB,PIT,9.0,0.0
2018,1,5557,Benjamin Watson,TE,NO,4.4,4.0
2018,1,8416,Alex Smith,QB,WSH,19.6,0.0
2018,1,8439,Aaron Rodgers,QB,GB,24.94,0.0
2018,1,8479,Frank Gore,RB,MIA,6.1,0.0
2018,1,8544,Darren Sproles,RB,PHI,3.2,4.0
2018,1,8664,Ryan Fitzpatrick,QB,TB,42.28,0.0
2018,1,9354,Robbie Gould,K,SF,11.0,0.0
2018,1,9704,Stephen Gostkowski,K,NE,9.0,0.0
2018,1,9761,Delanie Walker,TE,TEN,5.2,4.0
2018,1,10452,Adrian Peterson,RB,WSH,20.6,2.0
2018,1,10453,Ted Ginn Jr.,WR,NO,15.3,5.0
2018,1,10456,Marshawn Lynch,RB,LV,10.9,2.0
2018,1,10475,Greg Olsen,TE,CAR,3.3,2.0
2018,1,10636,Mason Crosby,K,GB,7.0,0.0
2018,1,11122,Matt Prater,K,DET,3.0,0.0
2018,1,11237,Matt Ryan,QB,ATL,8.84,0.0
2018,1,11252,Joe Flacco,QB,BAL,21.74,0.0
2018,1,11270,Jordy Nelson,WR,LV,2.3,3.0
2018,1,11283,DeSean Jackson,WR,TB,26.6,5.0
2018,1,11439,Pierre Garcon,WR,SF,2.1,2.0
2018,1,11674,Danny Amendola,WR,MIA,2.6,4.0
2018,1,12460,Graham Gano,K,CAR,4.0,0.0
2018,1,12483,Matthew Stafford,QB,DET,8.04,0.0
2018,1,12514,LeSean McCoy,RB,BUF,2.1,1.0
2018,1,12537,Jared Cook,TE,LV,18.0,9.0
2018,1,12563,Michael Crabtree,WR,BAL,9.8,3.0
2018,1,12649,Julian Edelman,WR,NE,0.0,0.0
2018,1,12731,Ryan Succop,K,TEN,11.0,0.0
2018,1,13213,LeGarrette Blount,RB,DET,-0.3,0.0
2018,1,13216,Demaryius Thomas,WR,HOU,12.3,6.0
2018,1,13217,Golden Tate,WR,PHI,13.9,7.0
2018,1,13229,Rob Gronkowski,TE,NE,16.3,7.0
2018,1,13232,Jimmy Graham,TE,GB,0.8,2.0
2018,1,13295,Emmanuel Sanders,WR,DEN,19.5,10.0
2018,1,13587,Chris Ivory,RB,BUF,0.3,0.0
2018,1,13934,Antonio Brown,WR,PIT,15.3,9.0
2018,1,13981,Mark Ingram II,RB,NO,0.0,0.0
2018,1,13982,Julio Jones,WR,ATL,18.0,10.0
2018,1,13983,A.J. Green,WR,CIN,13.2,6.0
2018,1,13994,Cam Newton,QB,CAR,18.24,0.0
2018,1,14012,Andy Dalton,QB,CIN,16.52,0.0
2018,1,14053,Randall Cobb,WR,GB,20.2,9.0
2018,1,14054,Kyle Rudolph,TE,MIN,7.1,1.0
2018,1,14129,Bilal Powell,RB,NYJ,6.5,1.0
2018,1,14145,Charles Clay,TE,BUF,0.0,0.0
2018,1,14163,Tyrod Taylor,QB,CLE,23.58,0.0
2018,1,14198,Dion Lewis,RB,TEN,17.0,5.0
2018,1,14221,Doug Baldwin,WR,SEA,0.0,0.0
2018,1,14402,Chris Hogan,WR,NE,1.1,1.0
2018,1,14874,Andrew Luck,QB,IND,19.46,0.0
2018,1,14880,Kirk Cousins,QB,MIN,20.36,0.0
2018,1,14881,Russell Wilson,QB,SEA,20.42,0.0
2018,1,14885,Doug Martin,RB,LV,1.7,2.0
2018,1,14886,Lamar Miller,RB,HOU,10.9,1.0
2018,1,14912,Alshon Jeffery,WR,PHI,0.0,0.0
2018,1,14922,Mohamed Sanu,WR,ATL,1.8,4.0
2018,1,14924,T.Y. Hilton,WR,IND,10.6,5.0
2018,1,14993,Greg Zuerlein,K,LAR,16.0,0.0
2018,1,15009,Alfred Morris,RB,SF,1.8,0.0
2018,1,15072,Marvin Jones Jr.,WR,DET,5.4,4.0
2018,1,15428,Jermaine Kearse,WR,NYJ,0.0,0.0
2018,1,15683,Justin Tucker,K,BAL,12.0,0.0
2018,1,15705,Josh Gordon,WR,NE,7.7,1.0
2018,1,15788,Tyler Eifert,TE,CIN,4.4,3.0
2018,1,15795,DeAndre Hopkins,WR,HOU,7.1,8.0
2018,1,15807,Cordarrelle Patterson,RB,NE,1.9,1.0
2018,1,15818,Keenan Allen,WR,LAC,16.8,8.0
2018,1,15825,Le'Veon Bell,RB,PIT,0.0,0.0
2018,1,15826,Giovani Bernard,RB,CIN,0.9,1.0
2018,1,15835,Zach Ertz,TE,PHI,4.8,5.0
2018,1,15839,Marquise Goodwin,WR,SF,0.0,0.0
2018,1,15847,Travis Kelce,TE,KC,0.6,1.0
2018,1,15853,Vance McDonald,TE,PIT,0.0,0.0
2018,1,15860,Jordan Reed,TE,WSH,10.8,4.0
2018,1,15880,Robert Woods,WR,LAR,4.3,3.0
2018,1,15920,Latavius Murray,RB,MIN,4.2,0.0
2018,1,15966,Chris Thompson,RB,WSH,18.8,6.0
2018,1,15971,Rex Burkhead,RB,NE,6.9,1.0
2018,1,16016,Kenny Stills,WR,MIA,22.6,4.0
2018,1,16020,Spencer Ware,RB,KC,4.0,1.0
2018,1,16040,C.J. Anderson,RB,LAR,3.5,0.0
2018,1,16339,Brandon McManus,K,DEN,13.0,0.0
2018,1,16460,Adam Thielen,WR,MIN,10.2,6.0
2018,1,16486,Brett Maher,K,DAL,-1.0,0.0
2018,1,16504,Jack Doyle,TE,IND,4.0,7.0
2018,1,16724,Blake Bortles,QB,JAX,13.24,0.0
2018,1,16725,Sammy Watkins,WR,KC,2.1,3.0
2018,1,16730,Kelvin Benjamin,WR,KC,1.0,1.0
2018,1,16731,Brandin Cooks,WR,LAR,9.3,5.0
2018,1,16732,Eric Ebron,TE,IND,11.1,4.0
2018,1,16733,Odell Beckham Jr.,WR,NYG,11.0,11.0
2018,1,16737,Mike Evans,WR,TB,20.7,7.0
2018,1,16757,Derek Carr,QB,LV,6.22,0.0
2018,1,16760,Jimmy Garoppolo,QB,SF,9.04,0.0
2018,1,16777,Carlos Hyde,RB,JAX,12.5,1.0
2018,1,16781,Paul Richardson,WR,WSH,2.2,4.0
2018,1,16782,Jerick McKinnon,RB,SF,0.0,0.0
2018,1,16790,Jarvis Landry,WR,CLE,10.6,7.0
2018,1,16795,Austin Seferian-Jenkins,TE,JAX,2.5,3.0
2018,1,16799,Allen Robinson,WR,CHI,6.1,4.0
2018,1,16800,Davante Adams,WR,GB,14.8,5.0
2018,1,16804,John Brown,WR,BAL,10.5,3.0
2018,1,16899,Quincy Enunwa,WR,NYJ,12.3,6.0
2018,1,16913,James White,RB,NE,11.6,4.0
2018,1,16944,Devonta Freeman,RB,ATL,5.0,3.0
2018,1,16974,Trey Burton,TE,CHI,1.5,1.0
2018,1,17133,Isaiah Crowell,RB,NYJ,22.2,0.0
2018,1,17177,Allen Hurns,WR,DAL,2.0,1.0
2018,1,17359,Damien Williams,RB,KC,0.0,0.0
2018,1,17372,Chris Boswell,K,PIT,2.0,0.0
2018,1,17427,Cairo Santos,K,TB,0.0,0.0
2018,1,17437,Taylor Gabriel,WR,CHI,2.5,5.0
2018,1,17453,Cameron Brate,TE,TB,0.0,0.0
2018,1,2473037,Jason Myers,K,NYJ,12.0,0.0
2018,1,2508176,David Johnson,RB,ARI,12.7,5.0
2018,1,2520698,Cameron Meredith,WR,NO,0.0,0.0
2018,1,2521161,Zach Zenner,RB,DET,0.0,0.0
2018,1,2570986,Malcolm Brown,RB,LAR,2.3,2.0
2018,1,2573079,Carson Wentz,QB,PHI,0.0,0.0
2018,1,2573300,Jay Ajayi,RB,PHI,20.2,0.0
2018,1,2574576,C.J. Uzomah,TE,CIN,0.4,1.0
2018,1,2574808,Robby Anderson,WR,NYJ,9.2,1.0
2018,1,2576019,Josh Doctson,WR,WSH,1.1,1.0
2018,1,2576389,Jeff Heuerman,TE,DEN,1.5,1.0
2018,1,2576414,Raheem Mostert,RB,SF,0.0,0.0
2018,1,2576434,Melvin Gordon,RB,LAC,18.6,9.0
2018,1,2576491,Adam Humphries,WR,TB,2.7,3.0
2018,1,2576623,DeVante Parker,WR,MIA,0.0,0.0
2018,1,2576716,Jamison Crowder,WR,WSH,3.2,3.0
2018,1,2577134,Ty Montgomery,RB,BAL,2.8,2.0
2018,1,2577253,Javorius Allen,RB,BAL,9.2,5.0
2018,1,2577327,Tyler Lockett,WR,SEA,11.9,3.0
2018,1,2577417,Dak Prescott,QB,DAL,8.7,0.0
2018,1,2582139,Sam Ficken,K,None,0.0,0.0
2018,1,2969939,Jameis Winston,QB,TB,0.0,0.0
2018,1,2969962,Duke Johnson Jr.,RB,CLE,2.5,1.0
2018,1,2971573,Ka'imi Fairbairn,K,HOU,9.0,0.0
2018,1,2971618,Nelson Agholor,WR,PHI,5.5,8.0
2018,1,2972091,Jalen Richard,RB,LV,7.9,9.0
2018,1,2974858,Kenny Golladay,WR,DET,11.4,7.0
2018,1,2976212,Stefon Diggs,WR,MIN,11.1,3.0
2018,1,2976316,Michael Thomas,WR,NO,22.0,16.0
2018,1,2976499,Amari Cooper,WR,DAL,1.8,1.0
2018,1,2976516,T.J. Yeldon,RB,JAX,12.9,3.0
2018,1,2976592,Sterling Shepard,WR,NYG,4.8,5.0
2018,1,2977187,Cooper Kupp,WR,LAR,12.8,5.0
2018,1,2977609,Devin Funchess,WR,CAR,4.1,3.0
2018,1,2977644,Todd Gurley II,RB,LAR,20.7,3.0
2018,1,2979477,Tevin Coleman,RB,ATL,10.5,1.0
2018,1,2979843,Kenyan Drake,RB,MIA,6.6,3.0
2018,1,2980453,Jamaal Williams,RB,GB,4.7,0.0
2018,1,2985659,Wil Lutz,K,NO,6.0,0.0
2018,1,3025433,Mike Davis,RB,SEA,0.0,0.0
2018,1,3039707,Mitchell Trubisky,QB,CHI,14.04,0.0
2018,1,3040151,George Kittle,TE,SF,9.0,5.0
2018,1,3042429,Wendell Smallwood,RB,PHI,0.0,0.0
2018,1,3042494,Elijah McGuire,RB,NYJ,0.0,0.0
2018,1,3042519,Aaron Jones,RB,GB,0.0,0.0
2018,1,3042778,Corey Davis,WR,TEN,6.2,6.0
2018,1,3043078,Derrick Henry,RB,TEN,3.1,1.0
2018,1,3043080,O.J. Howard,TE,TB,5.4,2.0
2018,1,3043275,Austin Hooper,TE,ATL,2.4,3.0
2018,1,3045138,Mike Williams,WR,LAC,8.1,5.0
2018,1,3045144,Tyler Boyd,WR,CIN,2.6,3.0
2018,1,3045147,James Conner,RB,PIT,29.2,5.0
2018,1,3045260,Corey Clement,RB,PHI,2.6,0.0
2018,1,3046409,Alex Collins,RB,BAL,5.9,1.0
2018,1,3046779,Jared Goff,QB,LAR,17.22,0.0
2018,1,3049916,Matt Breida,RB,SF,5.1,1.0
2018,1,3050478,Jake Elliott,K,PHI,4.0,0.0
2018,1,3050487,Anthony Miller,WR,CHI,1.4,2.0
2018,1,3051392,Ezekiel Elliott,RB,DAL,14.6,3.0
2018,1,3051738,Marquez Valdes-Scantling,WR,GB,0.0,0.0
2018,1,3051876,Evan Engram,TE,NYG,1.8,2.0
2018,1,3051902,Peyton Barber,RB,TB,6.9,0.0
2018,1,3052117,Phillip Lindsay,RB,DEN,16.2,2.0
2018,1,3052177,John Ross,WR,CIN,6.3,1.0
2018,1,3052587,Baker Mayfield,QB,CLE,0.0,0.0
2018,1,3052876,Will Fuller V,WR,HOU,0.0,0.0
2018,1,3054212,Jonnu Smith,TE,TEN,1.2,1.0
2018,1,3054845,Robert Foster,WR,BUF,0.0,0.0
2018,1,3054850,Alvin Kamara,RB,NO,34.1,9.0
2018,1,3055899,Harrison Butker,K,KC,9.0,0.0
2018,1,3057987,DaeSean Hamilton,WR,DEN,0.0,0.0
2018,1,3059760,Taywan Taylor,WR,TEN,0.0,0.0
2018,1,3059915,Kareem Hunt,RB,None,4.9,0.0
2018,1,3060022,Jordan Howard,RB,CHI,10.7,5.0
2018,1,3066158,Tarik Cohen,RB,CHI,4.1,3.0
2018,1,3068267,Austin Ekeler,RB,LAC,18.6,5.0
2018,1,3068939,Aldrick Rosas,K,NYG,10.0,0.0
2018,1,3071572,Keelan Cole,WR,JAX,5.4,3.0
2018,1,3115306,Josh Reynolds,WR,LAR,0.0,0.0
2018,1,3115364,Leonard Fournette,RB,JAX,5.5,3.0
2018,1,3115365,Trey Quinn,WR,WSH,0.0,0.0
2018,1,3115913,Geronimo Allison,WR,GB,12.9,5.0
2018,1,3116136,Justin Jackson,RB,LAC,0.0,0.0
2018,1,3116165,Chris Godwin,WR,TB,10.1,3.0
2018,1,3116385,Joe Mixon,RB,CIN,20.9,5.0
2018,1,3116406,Tyreek Hill,WR,KC,35.3,7.0
2018,1,3116593,Dalvin Cook,RB,MIN,7.5,6.0
2018,1,3116721,Jaylen Samuels,RB,PIT,0.0,0.0
2018,1,3117251,Christian McCaffrey,RB,CAR,7.5,6.0
2018,1,3120348,JuJu Smith-Schuster,WR,PIT,11.9,5.0
2018,1,3121427,Curtis Samuel,WR,CAR,0.0,0.0
2018,1,3122672,Royce Freeman,RB,DEN,7.1,0.0
2018,1,3122840,Deshaun Watson,QB,HOU,11.04,0.0
2018,1,3122866,Devontae Booker,RB,DEN,1.5,2.0
2018,1,3123076,David Njoku,TE,CLE,1.3,3.0
2018,1,3123969,Ito Smith,RB,ATL,0.0,0.0
2018,1,3127292,Will Dissly,TE,SEA,16.5,3.0
2018,1,3127306,Dante Pettis,WR,SF,12.1,2.0
2018,1,3128429,Courtland Sutton,WR,DEN,4.5,2.0
2018,1,3128451,Tre'Quan Smith,WR,NO,0.0,0.0
2018,1,3128720,Nick Chubb,RB,CLE,2.1,0.0
2018,1,3128721,Sony Michel,RB,NE,0.0,0.0
2018,1,3128774,Kalen Ballage,RB,MIA,0.0,0.0
2018,1,3139477,Patrick Mahomes,QB,KC,28.34,0.0
2018,1,3139605,Marlon Mack,RB,IND,0.0,0.0
2018,1,3139925,Rashaad Penny,RB,SEA,4.3,4.0
2018,1,3843750,Derrius Guice,RB,WSH,0.0,0.0
2018,1,3892889,Dede Westbrook,WR,JAX,5.1,5.0
2018,1,3912550,Ronald Jones,RB,TB,0.0,0.0
2018,1,3915097,Antonio Callaway,WR,CLE,0.0,0.0
2018,1,3915381,John Kelly,RB,LAR,0.0,0.0
2018,1,3915416,DJ Moore,WR,CAR,0.3,0.0
2018,1,3915823,Keke Coutee,WR,HOU,0.0,0.0
2018,1,3916387,Lamar Jackson,QB,BAL,4.86,0.0
2018,1,3916430,Nyheim Hines,RB,IND,5.2,7.0
2018,1,3916925,Kerryon Johnson,RB,DET,3.7,3.0
2018,1,3918298,Josh Allen,QB,BUF,5.56,0.0
2018,1,3919596,Chris Carson,RB,SEA,5.9,3.0
2018,1,3925357,Calvin Ridley,WR,ATL,0.0,0.0
2018,1,3929630,Saquon Barkley,RB,NYG,18.8,2.0
2018,1,3932420,Josh Adams,RB,PHI,0.0,0.0
2018,1,4045305,Ian Thomas,TE,CAR,0.4,2.0
2018,1,4212909,David Moore,WR,SEA,0.0,0.0
2018,2,-16034,Texans D/ST,D/ST,HOU,3.0,0.0
2018,2,-16033,Ravens D/ST,D/ST,BAL,-2.0,0.0
2018,2,-16030,Jaguars D/ST,D/ST,JAX,4.0,0.0
2018,2,-16029,Panthers D/ST,D/ST,CAR,-2.0,0.0
2018,2,-16028,Redskins D/ST,D/ST,WSH,7.0,0.0
2018,2,-16027,Buccaneers D/ST,D/ST,TB,4.0,0.0
2018,2,-16026,Seahawks D/ST,D/ST,SEA,8.0,0.0
2018,2,-16025,49ers D/ST,D/ST,SF,1.0,0.0
2018,2,-16024,Chargers D/ST,D/ST,LAC,11.0,0.0
2018,2,-16023,Steelers D/ST,D/ST,PIT,-1.0,0.0
2018,2,-16022,Cardinals D/ST,D/ST,ARI,0.0,0.0
2018,2,-16021,Eagles D/ST,D/ST,PHI,3.0,0.0
2018,2,-16020,Jets D/ST,D/ST,NYJ,10.0,0.0
2018,2,-16019,Giants D/ST,D/ST,NYG,2.0,0.0
2018,2,-16018,Saints D/ST,D/ST,NO,5.0,0.0
2018,2,-16017,Patriots D/ST,D/ST,NE,-2.0,0.0
2018,2,-16016,Vikings D/ST,D/ST,MIN,2.0,0.0
2018,2,-16015,Dolphins D/ST,D/ST,MIA,11.0,0.0
2018,2,-16014,Rams D/ST,D/ST,LAR,11.0,0.0
2018,2,-16012,Chiefs D/ST,D/ST,KC,-7.0,0.0
2018,2,-16011,Colts D/ST,D/ST,IND,8.0,0.0
2018,2,-16010,Titans D/ST,D/ST,TEN,4.0,0.0
2018,2,-16009,Packers D/ST,D/ST,GB,6.0,0.0
2018,2,-16008,Lions D/ST,D/ST,DET,5.0,0.0
2018,2,-16007,Broncos D/ST,D/ST,DEN,2.0,0.0
2018,2,-16006,Cowboys D/ST,D/ST,DAL,13.0,0.0
2018,2,-16005,Browns D/ST,D/ST,CLE,9.0,0.0
2018,2,-16004,Bengals D/ST,D/ST,CIN,7.0,0.0
2018,2,-16003,Bears D/ST,D/ST,CHI,19.0,0.0
2018,2,-16002,Bills D/ST,D/ST,BUF,1.0,0.0
2018,2,-16001,Falcons D/ST,D/ST,ATL,1.0,0.0
2018,2,1097,Adam Vinatieri,K,IND,3.0,0.0
2018,2,2148,Sebastian Janikowski,K,SEA,7.0,0.0
2018,2,2330,Tom Brady,QB,NE,16.36,0.0
2018,2,2580,Drew Brees,QB,NO,17.62,0.0
2018,2,4333,Matt Bryant,K,ATL,8.0,0.0
2018,2,5528,Larry Fitzgerald,WR,ARI,2.8,3.0
2018,2,5529,Philip Rivers,QB,LAC,22.74,0.0
2018,2,5536,Ben Roethlisberger,QB,PIT,38.98,0.0
2018,2,5557,Benjamin Watson,TE,NO,1.9,3.0
2018,2,8416,Alex Smith,QB,WSH,13.08,0.0
2018,2,8439,Aaron Rodgers,QB,GB,16.04,0.0
2018,2,8479,Frank Gore,RB,MIA,4.4,1.0
2018,2,8544,Darren Sproles,RB,PHI,0.0,0.0
2018,2,8664,Ryan Fitzpatrick,QB,TB,29.98,0.0
2018,2,9354,Robbie Gould,K,SF,14.0,0.0
2018,2,9704,Stephen Gostkowski,K,NE,8.0,0.0
2018,2,9761,Delanie Walker,TE,TEN,0.0,0.0
2018,2,10452,Adrian Peterson,RB,WSH,5.0,3.0
2018,2,10453,Ted Ginn Jr.,WR,NO,3.5,4.0
2018,2,10456,Marshawn Lynch,RB,LV,12.8,2.0
2018,2,10475,Greg Olsen,TE,CAR,0.0,0.0
2018,2,10636,Mason Crosby,K,GB,18.0,0.0
2018,2,11122,Matt Prater,K,DET,10.0,0.0
2018,2,11237,Matt Ryan,QB,ATL,30.68,0.0
2018,2,11252,Joe Flacco,QB,BAL,17.84,0.0
2018,2,11270,Jordy Nelson,WR,LV,3.0,2.0
2018,2,11283,DeSean Jackson,WR,TB,18.9,4.0
2018,2,11439,Pierre Garcon,WR,SF,5.7,4.0
2018,2,11674,Danny Amendola,WR,MIA,3.2,4.0
2018,2,12460,Graham Gano,K,CAR,8.0,0.0
2018,2,12483,Matthew Stafford,QB,DET,24.68,0.0
2018,2,12514,LeSean McCoy,RB,BUF,6.8,4.0
2018,2,12537,Jared Cook,TE,LV,4.9,4.0
2018,2,12563,Michael Crabtree,WR,BAL,5.6,5.0
2018,2,12649,Julian Edelman,WR,NE,0.0,0.0
2018,2,12731,Ryan Succop,K,TEN,9.0,0.0
2018,2,13213,LeGarrette Blount,RB,DET,3.5,1.0
2018,2,13216,Demaryius Thomas,WR,HOU,1.8,5.0
2018,2,13217,Golden Tate,WR,PHI,11.8,7.0
2018,2,13229,Rob Gronkowski,TE,NE,1.5,2.0
2018,2,13232,Jimmy Graham,TE,GB,9.5,6.0
2018,2,13295,Emmanuel Sanders,WR,DEN,9.6,4.0
2018,2,13587,Chris Ivory,RB,BUF,9.7,1.0
2018,2,13934,Antonio Brown,WR,PIT,6.7,9.0
2018,2,13981,Mark Ingram II,RB,NO,0.0,0.0
2018,2,13982,Julio Jones,WR,ATL,6.4,5.0
2018,2,13983,A.J. Green,WR,CIN,24.9,5.0
2018,2,13994,Cam Newton,QB,CAR,27.6,0.0
2018,2,14012,Andy Dalton,QB,CIN,26.6,0.0
2018,2,14053,Randall Cobb,WR,GB,3.0,4.0
2018,2,14054,Kyle Rudolph,TE,MIN,7.2,7.0
2018,2,14129,Bilal Powell,RB,NYJ,14.0,5.0
2018,2,14145,Charles Clay,TE,BUF,2.9,2.0
2018,2,14163,Tyrod Taylor,QB,CLE,14.44,0.0
2018,2,14198,Dion Lewis,RB,TEN,4.3,1.0
2018,2,14221,Doug Baldwin,WR,SEA,0.0,0.0
2018,2,14322,Dan Bailey,K,MIN,0.0,0.0
2018,2,14402,Chris Hogan,WR,NE,16.2,3.0
2018,2,14874,Andrew Luck,QB,IND,11.36,0.0
2018,2,14880,Kirk Cousins,QB,MIN,33.5,0.0
2018,2,14881,Russell Wilson,QB,SEA,14.74,0.0
2018,2,14885,Doug Martin,RB,LV,2.4,1.0
2018,2,14886,Lamar Miller,RB,HOU,7.0,2.0
2018,2,14912,Alshon Jeffery,WR,PHI,0.0,0.0
2018,2,14922,Mohamed Sanu,WR,ATL,1.5,2.0
2018,2,14924,T.Y. Hilton,WR,IND,14.3,7.0
2018,2,14993,Greg Zuerlein,K,LAR,0.0,0.0
2018,2,15009,Alfred Morris,RB,SF,8.0,2.0
2018,2,15072,Marvin Jones Jr.,WR,DET,11.4,4.0
2018,2,15428,Jermaine Kearse,WR,NYJ,-0.1,1.0
2018,2,15683,Justin Tucker,K,BAL,7.0,0.0
2018,2,15705,Josh Gordon,WR,NE,0.0,0.0
2018,2,15788,Tyler Eifert,TE,CIN,2.3,2.0
2018,2,15795,DeAndre Hopkins,WR,HOU,17.0,6.0
2018,2,15807,Cordarrelle Patterson,RB,NE,2.3,3.0
2018,2,15818,Keenan Allen,WR,LAC,6.7,6.0
2018,2,15825,Le'Veon Bell,RB,PIT,0.0,0.0
2018,2,15826,Giovani Bernard,RB,CIN,4.2,4.0
2018,2,15835,Zach Ertz,TE,PHI,9.4,11.0
2018,2,15839,Marquise Goodwin,WR,SF,0.0,0.0
2018,2,15847,Travis Kelce,TE,KC,22.9,7.0
2018,2,15853,Vance McDonald,TE,PIT,2.6,3.0
2018,2,15860,Jordan Reed,TE,WSH,3.5,6.0
2018,2,15880,Robert Woods,WR,LAR,8.1,6.0
2018,2,15920,Latavius Murray,RB,MIN,1.9,0.0
2018,2,15921,Kenjon Barner,RB,CAR,0.0,0.0
2018,2,15966,Chris Thompson,RB,WSH,9.3,13.0
2018,2,15971,Rex Burkhead,RB,NE,2.2,0.0
2018,2,16016,Kenny Stills,WR,MIA,1.7,2.0
2018,2,16020,Spencer Ware,RB,KC,0.3,0.0
2018,2,16040,C.J. Anderson,RB,LAR,3.1,0.0
2018,2,16339,Brandon McManus,K,DEN,8.0,0.0
2018,2,16460,Adam Thielen,WR,MIN,19.1,12.0
2018,2,16486,Brett Maher,K,DAL,8.0,0.0
2018,2,16504,Jack Doyle,TE,IND,2.0,2.0
2018,2,16724,Blake Bortles,QB,JAX,32.54,0.0
2018,2,16725,Sammy Watkins,WR,KC,13.1,6.0
2018,2,16730,Kelvin Benjamin,WR,KC,7.9,2.0
2018,2,16731,Brandin Cooks,WR,LAR,15.9,7.0
2018,2,16732,Eric Ebron,TE,IND,8.6,3.0
2018,2,16733,Odell Beckham Jr.,WR,NYG,5.1,4.0
2018,2,16737,Mike Evans,WR,TB,12.3,10.0
2018,2,16757,Derek Carr,QB,LV,15.52,0.0
2018,2,16760,Jimmy Garoppolo,QB,SF,16.64,0.0
2018,2,16777,Carlos Hyde,RB,JAX,11.0,1.0
2018,2,16781,Paul Richardson,WR,WSH,6.3,4.0
2018,2,16782,Jerick McKinnon,RB,SF,0.0,0.0
2018,2,16790,Jarvis Landry,WR,CLE,6.9,5.0
2018,2,16795,Austin Seferian-Jenkins,TE,JAX,8.3,3.0
2018,2,16799,Allen Robinson,WR,CHI,8.3,10.0
2018,2,16800,Davante Adams,WR,GB,12.4,8.0
2018,2,16804,John Brown,WR,BAL,15.2,4.0
2018,2,16899,Quincy Enunwa,WR,NYJ,9.2,7.0
2018,2,16913,James White,RB,NE,8.4,7.0
2018,2,16944,Devonta Freeman,RB,ATL,0.0,0.0
2018,2,16974,Trey Burton,TE,CHI,8.2,4.0
2018,2,17133,Isaiah Crowell,RB,NYJ,3.9,2.0
2018,2,17177,Allen Hurns,WR,DAL,0.9,1.0
2018,2,17359,Damien Williams,RB,KC,0.2,1.0
2018,2,17372,Chris Boswell,K,PIT,2.0,0.0
2018,2,17427,Cairo Santos,K,TB,0.0,0.0
2018,2,17437,Taylor Gabriel,WR,CHI,4.7,4.0
2018,2,17453,Cameron Brate,TE,TB,0.0,0.0
2018,2,2473037,Jason Myers,K,NYJ,9.0,0.0
2018,2,2508176,David Johnson,RB,ARI,5.1,1.0
2018,2,2520698,Cameron Meredith,WR,NO,0.0,0.0
2018,2,2521161,Zach Zenner,RB,DET,0.0,0.0
2018,2,2570986,Malcolm Brown,RB,LAR,6.6,0.0
2018,2,2573079,Carson Wentz,QB,PHI,0.0,0.0
2018,2,2573300,Jay Ajayi,RB,PHI,8.7,1.0
